"","Date","Location","TimeOfDay","Unique.ID","Orig_Height_cm","Orig_WaterLevel","Orig_WaterLevel_corr","HPO","New_WaterLevel","New_WaterLevel_corr"
"1329",2011-08-17,"UDP","dusk","UDPCHU1292011",31,88,88,36,87,87
"1330",2011-08-17,"UDP","dusk","UDPCHU1562011",22,88,88,12,87,87
"1331",2011-08-17,"UDP","dusk","UDPCHU1342011",17,88,88,36,87,87
"1332",2011-08-17,"UDP","dusk","UDPCHU1522011",10,88,88,12,87,87
"1333",2011-08-17,"UDP","dusk","UDPCHU1322011",110,88,88,36,87,87
"1334",2011-08-17,"UDP","dusk","UDPCHU1242011",44,87,87,60,87,87
"1335",2011-08-17,"UDP","dusk","UDPCHU1502011",12,88,88,12,87,87
"1336",2011-08-17,"UDP","dusk","UDPCHU1302011",28,88,88,36,87,87
"1337",2011-08-17,"UDP","dusk","UDPCHU1312011",69,88,88,36,87,87
"1338",2011-08-18,"LDP","dawn","LDPCHL272011",76,47,47,48,44,44
"1339",2011-08-18,"LDP","dusk","LDPCHL272011",76,47,47,60,43,43
"1340",2011-08-18,"UDP","dawn","UDPCHU1172011",78,87,87,72,86,86
"1341",2011-08-18,"UDP","dawn","UDPCHU942011",43,90,90,120,86,86
"1342",2011-08-18,"UDP","dawn","UDPCHU1432011",60,88,88,48,86,86
"1343",2011-08-18,"UDP","dawn","UDPCHU932011",57,90,90,120,86,86
"1344",2011-08-18,"UDP","dawn","UDPCHU1192011",77,87,87,72,86,86
"1345",2011-08-18,"UDP","dawn","UDPCHU1162011",50,87,87,72,86,86
"1346",2011-08-18,"UDP","dawn","UDPCHU1182011",62,87,87,72,86,86
"1347",2011-08-18,"UDP","dawn","UDPCHU912011",59,90,90,120,86,86
"1348",2011-08-18,"UDP","dawn","UDPCHU1592011",28,86,86,0,86,86
"1349",2011-08-18,"UDP","dawn","UDPCHU922011",14,90,90,120,86,86
"1350",2011-08-18,"UDP","dawn","UDPCHU1532011",13,88,88,24,86,86
"1351",2011-08-18,"UDP","dawn","UDPCHU1282011",66,88,88,48,86,86
"1352",2011-08-18,"UDP","dawn","UDPCHU1642011",21,86,86,0,86,86
"1353",2011-08-18,"UDP","dawn","UDPCHU1362011",93,88,88,48,86,86
"1354",2011-08-18,"UDP","dawn","UDPCHU1312011",69,88,88,48,86,86
"1355",2011-08-18,"UDP","dawn","UDPCHU1202011",79,87,87,72,86,86
"1356",2011-08-18,"UDP","dawn","UDPCHU1302011",28,88,88,48,86,86
"1357",2011-08-18,"UDP","dawn","UDPCHU1552011",56,88,88,24,86,86
"1358",2011-08-18,"UDP","dawn","UDPCHU1292011",31,88,88,48,86,86
"1359",2011-08-18,"UDP","dawn","UDPCHU1602011",17,86,86,0,86,86
"1360",2011-08-18,"UDP","dawn","UDPCHU1342011",17,88,88,48,86,86
"1361",2011-08-18,"UDP","dawn","UDPCHU952011",123,90,90,120,86,86
"1362",2011-08-18,"UDP","dawn","UDPCHU1442011",7,88,88,48,86,86
"1363",2011-08-18,"UDP","dawn","UDPCHU1652011",53,86,86,0,86,86
"1364",2011-08-18,"UDP","dawn","UDPCHU1052011",21,90,90,120,86,86
"1365",2011-08-18,"UDP","dawn","UDPCHU1322011",110,88,88,48,86,86
"1366",2011-08-18,"UDP","dawn","UDPCHU1212011",180,87,87,72,86,86
"1367",2011-08-18,"UDP","dawn","UDPCHU1072011",8,88,88,96,86,86
"1368",2011-08-18,"UDP","dawn","UDPCHU1542011",25,88,88,24,86,86
"1369",2011-08-18,"UDP","dawn","UDPCHU1062011",9,88,88,96,86,86
"1370",2011-08-18,"UDP","dawn","UDPCHU1622011",14,86,86,0,86,86
"1371",2011-08-18,"UDP","dawn","UDPCHU1332011",32,88,88,48,86,86
"1372",2011-08-18,"UDP","dawn","UDPCHU962011",131,90,90,120,86,86
"1373",2011-08-18,"UDP","dawn","UDPCHU1452011",22,88,88,48,86,86
"1374",2011-08-18,"UDP","dawn","UDPCHU1662011",21,86,86,0,86,86
"1375",2011-08-18,"UDP","dawn","UDPCHU1762011",100,86,86,0,86,86
"1376",2011-08-18,"UDP","dawn","UDPCHU1002011",29,90,90,120,86,86
"1377",2011-08-18,"UDP","dawn","UDPCHU1222011",90,87,87,72,86,86
"1378",2011-08-18,"UDP","dawn","UDPCHU1082011",26,88,88,96,86,86
"1379",2011-08-18,"UDP","dawn","UDPCHU1522011",10,88,88,24,86,86
"1380",2011-08-18,"UDP","dawn","UDPCHU1422011",52,88,88,48,86,86
"1381",2011-08-18,"UDP","dawn","UDPCHU1632011",61,86,86,0,86,86
"1382",2011-08-18,"UDP","dawn","UDPCHU1402011",17,88,88,48,86,86
"1383",2011-08-18,"UDP","dawn","UDPCHU972011",102,90,90,120,86,86
"1384",2011-08-18,"UDP","dawn","UDPCHU1462011",45,88,88,48,86,86
"1385",2011-08-18,"UDP","dawn","UDPCHU1672011",73,86,86,0,86,86
"1386",2011-08-18,"UDP","dawn","UDPCHU1562011",22,88,88,24,86,86
"1387",2011-08-18,"UDP","dawn","UDPCHU1012011",21,90,90,120,86,86
"1388",2011-08-18,"UDP","dawn","UDPCHU1262011",300,87,87,72,86,86
"1389",2011-08-18,"UDP","dawn","UDPCHU1092011",10,88,88,96,86,86
"1390",2011-08-18,"UDP","dawn","UDPCHU1712011",38,86,86,0,86,86
"1391",2011-08-18,"UDP","dawn","UDPCHU1742011",97,86,86,0,86,86
"1392",2011-08-18,"UDP","dawn","UDPCHU992011",23,90,90,120,86,86
"1393",2011-08-18,"UDP","dawn","UDPCHU1752011",100,86,86,0,86,86
"1394",2011-08-18,"UDP","dawn","UDPCHU982011",84,90,90,120,86,86
"1395",2011-08-18,"UDP","dawn","UDPCHU1472011",116,88,88,48,86,86
"1396",2011-08-18,"UDP","dawn","UDPCHU1682011",48,86,86,0,86,86
"1397",2011-08-18,"UDP","dawn","UDPCHU1232011",28,87,87,72,86,86
"1398",2011-08-18,"UDP","dawn","UDPCHU1022011",14,90,90,120,86,86
"1399",2011-08-18,"UDP","dawn","UDPCHU1252011",27,87,87,72,86,86
"1400",2011-08-18,"UDP","dawn","UDPCHU1112011",52,88,88,96,86,86
"1401",2011-08-18,"UDP","dawn","UDPCHU1492011",110,88,88,24,86,86
"1402",2011-08-18,"UDP","dawn","UDPCHU1572011",9,88,88,24,86,86
"1403",2011-08-18,"UDP","dawn","UDPCHU1692011",41,86,86,0,86,86
"1404",2011-08-18,"UDP","dawn","UDPCHU1242011",44,87,87,72,86,86
"1405",2011-08-18,"UDP","dawn","UDPCHU1702011",34,86,86,0,86,86
"1406",2011-08-18,"UDP","dawn","UDPCHU1482011",77,88,88,48,86,86
"1407",2011-08-18,"UDP","dawn","UDPCHU1132011",58,88,88,96,86,86
"1408",2011-08-18,"UDP","dawn","UDPCHU1502011",12,88,88,24,86,86
"1409",2011-08-18,"UDP","dawn","UDPCHU1032011",20,90,90,120,86,86
"1410",2011-08-18,"UDP","dawn","UDPCHU1512011",8,88,88,24,86,86
"1411",2011-08-18,"UDP","dawn","UDPCHU1772011",102,86,86,0,86,86
"1412",2011-08-18,"UDP","dawn","UDPCHU1042011",6,90,90,120,86,86
"1413",2011-08-18,"UDP","dawn","UDPCHU1782011",10,86,86,0,86,86
"1414",2011-08-18,"UDP","dawn","UDPCHU1722011",44,86,86,0,86,86
"1415",2011-08-18,"UDP","dawn","UDPCHU1142011",86,88,88,96,86,86
"1416",2011-08-18,"UDP","dusk","UDPCHU1092011",10,88,88,108,86,86
"1417",2011-08-18,"UDP","dusk","UDPCHU1432011",60,88,88,60,86,86
"1418",2011-08-18,"UDP","dusk","UDPCHU1292011",31,88,88,60,86,86
"1419",2011-08-18,"UDP","dusk","UDPCHU1282011",66,88,88,60,86,86
"1420",2011-08-18,"UDP","dusk","UDPCHU1172011",78,87,87,84,86,86
"1421",2011-08-18,"UDP","dusk","UDPCHU1362011",93,88,88,60,86,86
"1422",2011-08-18,"UDP","dusk","UDPCHU1162011",50,87,87,84,86,86
"1423",2011-08-18,"UDP","dusk","UDPCHU1082011",26,88,88,108,86,86
"1424",2011-08-18,"UDP","dusk","UDPCHU1302011",28,88,88,60,86,86
"1425",2011-08-18,"UDP","dusk","UDPCHU1072011",8,88,88,108,86,86
"1426",2011-08-18,"UDP","dusk","UDPCHU1632011",61,86,86,12,86,86
"1427",2011-08-18,"UDP","dusk","UDPCHU1182011",62,87,87,84,86,86
"1428",2011-08-18,"UDP","dusk","UDPCHU1342011",17,88,88,60,86,86
"1429",2011-08-18,"UDP","dusk","UDPCHU1572011",9,88,88,36,86,86
"1430",2011-08-18,"UDP","dusk","UDPCHU1532011",13,88,88,36,86,86
"1431",2011-08-18,"UDP","dusk","UDPCHU1602011",17,86,86,12,86,86
"1432",2011-08-18,"UDP","dusk","UDPCHU1722011",44,86,86,12,86,86
"1433",2011-08-18,"UDP","dusk","UDPCHU1592011",28,86,86,12,86,86
"1434",2011-08-18,"UDP","dusk","UDPCHU1712011",38,86,86,12,86,86
"1435",2011-08-18,"UDP","dusk","UDPCHU1312011",69,88,88,60,86,86
"1436",2011-08-18,"UDP","dusk","UDPCHU1062011",9,88,88,108,86,86
"1437",2011-08-18,"UDP","dusk","UDPCHU1642011",21,86,86,12,86,86
"1438",2011-08-18,"UDP","dusk","UDPCHU1192011",77,87,87,84,86,86
"1439",2011-08-18,"UDP","dusk","UDPCHU1332011",32,88,88,60,86,86
"1440",2011-08-18,"UDP","dusk","UDPCHU1562011",22,88,88,36,86,86
"1441",2011-08-18,"UDP","dusk","UDPCHU1112011",52,88,88,108,86,86
"1442",2011-08-18,"UDP","dusk","UDPCHU1492011",110,88,88,36,86,86
"1443",2011-08-18,"UDP","dusk","UDPCHU1442011",7,88,88,60,86,86
"1444",2011-08-18,"UDP","dusk","UDPCHU1672011",73,86,86,12,86,86
"1445",2011-08-18,"UDP","dusk","UDPCHU1222011",90,87,87,84,86,86
"1446",2011-08-18,"UDP","dusk","UDPCHU1322011",110,88,88,60,86,86
"1447",2011-08-18,"UDP","dusk","UDPCHU1212011",180,87,87,84,86,86
"1448",2011-08-18,"UDP","dusk","UDPCHU1652011",53,86,86,12,86,86
"1449",2011-08-18,"UDP","dusk","UDPCHU1202011",79,87,87,84,86,86
"1450",2011-08-18,"UDP","dusk","UDPCHU1402011",17,88,88,60,86,86
"1451",2011-08-18,"UDP","dusk","UDPCHU1552011",56,88,88,36,86,86
"1452",2011-08-18,"UDP","dusk","UDPCHU1132011",58,88,88,108,86,86
"1453",2011-08-18,"UDP","dusk","UDPCHU1502011",12,88,88,36,86,86
"1454",2011-08-18,"UDP","dusk","UDPCHU1452011",22,88,88,60,86,86
"1455",2011-08-18,"UDP","dusk","UDPCHU1622011",14,86,86,12,86,86
"1456",2011-08-18,"UDP","dusk","UDPCHU1782011",10,86,86,12,86,86
"1457",2011-08-18,"UDP","dusk","UDPCHU1422011",52,88,88,60,86,86
"1458",2011-08-18,"UDP","dusk","UDPCHU1542011",25,88,88,36,86,86
"1459",2011-08-18,"UDP","dusk","UDPCHU1662011",21,86,86,12,86,86
"1460",2011-08-18,"UDP","dusk","UDPCHU1522011",10,88,88,36,86,86
"1461",2011-08-18,"UDP","dusk","UDPCHU1462011",45,88,88,60,86,86
"1462",2011-08-18,"UDP","dusk","UDPCHU1692011",41,86,86,12,86,86
"1463",2011-08-18,"UDP","dusk","UDPCHU1142011",86,88,88,108,86,86
"1464",2011-08-18,"UDP","dusk","UDPCHU1512011",8,88,88,36,86,86
"1465",2011-08-18,"UDP","dusk","UDPCHU1262011",300,87,87,84,86,86
"1466",2011-08-18,"UDP","dusk","UDPCHU1482011",77,88,88,60,86,86
"1467",2011-08-18,"UDP","dusk","UDPCHU1772011",102,86,86,12,86,86
"1468",2011-08-18,"UDP","dusk","UDPCHU1682011",48,86,86,12,86,86
"1469",2011-08-18,"UDP","dusk","UDPCHU1702011",34,86,86,12,86,86
"1470",2011-08-18,"UDP","dusk","UDPCHU1752011",100,86,86,12,86,86
"1471",2011-08-18,"UDP","dusk","UDPCHU1762011",100,86,86,12,86,86
"1472",2011-08-18,"UDP","dusk","UDPCHU1472011",116,88,88,60,86,86
"1473",2011-08-18,"UDP","dusk","UDPCHU1742011",97,86,86,12,86,86
"1474",2011-08-18,"UDP","dusk","UDPCHU1242011",44,87,87,84,86,86
"1475",2011-08-18,"UDP","dusk","UDPCHU1232011",28,87,87,84,86,86
"1476",2011-08-18,"UDP","dusk","UDPCHU1252011",27,87,87,84,86,86
"1477",2011-08-19,"LDP","dawn","LDPCHL272011",76,47,47,72,43,43
"1478",2011-08-19,"LDP","dusk","LDPCHL272011",76,47,47,84,40,40
"1479",2011-08-19,"UDP","dawn","UDPCHU1532011",13,88,88,48,84,84
"1480",2011-08-19,"UDP","dawn","UDPCHU1432011",60,88,88,72,84,84
"1481",2011-08-19,"UDP","dawn","UDPCHU1672011",73,86,86,24,84,84
"1482",2011-08-19,"UDP","dawn","UDPCHU1932011",12,84,84,0,84,84
"1483",2011-08-19,"UDP","dawn","UDPCHU1162011",50,87,87,96,84,84
"1484",2011-08-19,"UDP","dawn","UDPCHU1572011",9,88,88,48,84,84
"1485",2011-08-19,"UDP","dawn","UDPCHU1092011",10,88,88,120,84,84
"1486",2011-08-19,"UDP","dawn","UDPCHU1172011",78,87,87,96,84,84
"1487",2011-08-19,"UDP","dawn","UDPCHU1562011",22,88,88,48,84,84
"1488",2011-08-19,"UDP","dawn","UDPCHU1062011",9,88,88,120,84,84
"1489",2011-08-19,"UDP","dawn","UDPCHU1192011",77,87,87,96,84,84
"1490",2011-08-19,"UDP","dawn","UDPCHU1212011",180,87,87,96,84,84
"1491",2011-08-19,"UDP","dawn","UDPCHU1362011",93,88,88,72,84,84
"1492",2011-08-19,"UDP","dawn","UDPCHU1112011",52,88,88,120,84,84
"1493",2011-08-19,"UDP","dawn","UDPCHU1282011",66,88,88,72,84,84
"1494",2011-08-19,"UDP","dawn","UDPCHU1552011",56,88,88,48,84,84
"1495",2011-08-19,"UDP","dawn","UDPCHU1072011",8,88,88,120,84,84
"1496",2011-08-19,"UDP","dawn","UDPCHU1202011",79,87,87,96,84,84
"1497",2011-08-19,"UDP","dawn","UDPCHU1182011",62,87,87,96,84,84
"1498",2011-08-19,"UDP","dawn","UDPCHU1922011",36,84,84,0,84,84
"1499",2011-08-19,"UDP","dawn","UDPCHU1132011",58,88,88,120,84,84
"1500",2011-08-19,"UDP","dawn","UDPCHU1292011",31,88,88,72,84,84
"1501",2011-08-19,"UDP","dawn","UDPCHU1222011",90,87,87,96,84,84
"1502",2011-08-19,"UDP","dawn","UDPCHU1942011",6,84,84,0,84,84
"1503",2011-08-19,"UDP","dawn","UDPCHU1522011",10,88,88,48,84,84
"1504",2011-08-19,"UDP","dawn","UDPCHU1442011",7,88,88,72,84,84
"1505",2011-08-19,"UDP","dawn","UDPCHU1542011",25,88,88,48,84,84
"1506",2011-08-19,"UDP","dawn","UDPCHU1082011",26,88,88,120,84,84
"1507",2011-08-19,"UDP","dawn","UDPCHU1302011",28,88,88,72,84,84
"1508",2011-08-19,"UDP","dawn","UDPCHU1792011",24,84,84,0,84,84
"1509",2011-08-19,"UDP","dawn","UDPCHU1802011",12,84,84,0,84,84
"1510",2011-08-19,"UDP","dawn","UDPCHU1142011",86,88,88,120,84,84
"1511",2011-08-19,"UDP","dawn","UDPCHU1342011",17,88,88,72,84,84
"1512",2011-08-19,"UDP","dawn","UDPCHU1262011",300,87,87,96,84,84
"1513",2011-08-19,"UDP","dawn","UDPCHU1782011",10,86,86,24,84,84
"1514",2011-08-19,"UDP","dawn","UDPCHU1602011",17,86,86,24,84,84
"1515",2011-08-19,"UDP","dawn","UDPCHU1722011",44,86,86,24,84,84
"1516",2011-08-19,"UDP","dawn","UDPCHU1592011",28,86,86,24,84,84
"1517",2011-08-19,"UDP","dawn","UDPCHU1712011",38,86,86,24,84,84
"1518",2011-08-19,"UDP","dawn","UDPCHU1312011",69,88,88,72,84,84
"1519",2011-08-19,"UDP","dawn","UDPCHU1862011",28,84,84,0,84,84
"1520",2011-08-19,"UDP","dawn","UDPCHU1642011",21,86,86,24,84,84
"1521",2011-08-19,"UDP","dawn","UDPCHU1752011",100,86,86,24,84,84
"1522",2011-08-19,"UDP","dawn","UDPCHU1332011",32,88,88,72,84,84
"1523",2011-08-19,"UDP","dawn","UDPCHU1252011",27,87,87,96,84,84
"1524",2011-08-19,"UDP","dawn","UDPCHU1682011",48,86,86,24,84,84
"1525",2011-08-19,"UDP","dawn","UDPCHU1492011",110,88,88,48,84,84
"1526",2011-08-19,"UDP","dawn","UDPCHU1882011",10,84,84,0,84,84
"1527",2011-08-19,"UDP","dawn","UDPCHU1652011",53,86,86,24,84,84
"1528",2011-08-19,"UDP","dawn","UDPCHU1872011",80,84,84,0,84,84
"1529",2011-08-19,"UDP","dawn","UDPCHU1322011",110,88,88,72,84,84
"1530",2011-08-19,"UDP","dawn","UDPCHU1822011",50,84,84,0,84,84
"1531",2011-08-19,"UDP","dawn","UDPCHU1692011",41,86,86,24,84,84
"1532",2011-08-19,"UDP","dawn","UDPCHU1742011",97,86,86,24,84,84
"1533",2011-08-19,"UDP","dawn","UDPCHU1402011",17,88,88,72,84,84
"1534",2011-08-19,"UDP","dawn","UDPCHU1232011",28,87,87,96,84,84
"1535",2011-08-19,"UDP","dawn","UDPCHU1762011",100,86,86,24,84,84
"1536",2011-08-19,"UDP","dawn","UDPCHU1502011",12,88,88,48,84,84
"1537",2011-08-19,"UDP","dawn","UDPCHU1452011",22,88,88,72,84,84
"1538",2011-08-19,"UDP","dawn","UDPCHU1622011",14,86,86,24,84,84
"1539",2011-08-19,"UDP","dawn","UDPCHU1512011",8,88,88,48,84,84
"1540",2011-08-19,"UDP","dawn","UDPCHU1422011",52,88,88,72,84,84
"1541",2011-08-19,"UDP","dawn","UDPCHU1242011",44,87,87,96,84,84
"1542",2011-08-19,"UDP","dawn","UDPCHU1662011",21,86,86,24,84,84
"1543",2011-08-19,"UDP","dawn","UDPCHU1472011",116,88,88,72,84,84
"1544",2011-08-19,"UDP","dawn","UDPCHU1462011",45,88,88,72,84,84
"1545",2011-08-19,"UDP","dawn","UDPCHU1632011",61,86,86,24,84,84
"1546",2011-08-19,"UDP","dawn","UDPCHU1702011",34,86,86,24,84,84
"1547",2011-08-19,"UDP","dawn","UDPCHU1892011",8,84,84,0,84,84
"1548",2011-08-19,"UDP","dawn","UDPCHU1952011",34,84,84,0,84,84
"1549",2011-08-19,"UDP","dawn","UDPCHU1482011",77,88,88,72,84,84
"1550",2011-08-19,"UDP","dawn","UDPCHU1772011",102,86,86,24,84,84
"1551",2011-08-19,"UDP","dawn","UDPCHU1902011",24,84,84,0,84,84
"1552",2011-08-19,"UDP","dusk","UDPCHU1802011",12,84,84,12,84,84
"1553",2011-08-19,"UDP","dusk","UDPCHU1572011",9,88,88,60,84,84
"1554",2011-08-19,"UDP","dusk","UDPCHU1172011",78,87,87,108,84,84
"1555",2011-08-19,"UDP","dusk","UDPCHU1532011",13,88,88,60,84,84
"1556",2011-08-19,"UDP","dusk","UDPCHU1262011",300,87,87,108,84,84
"1557",2011-08-19,"UDP","dusk","UDPCHU1432011",60,88,88,84,84,84
"1558",2011-08-19,"UDP","dusk","UDPCHU1712011",38,86,86,36,84,84
"1559",2011-08-19,"UDP","dusk","UDPCHU1562011",22,88,88,60,84,84
"1560",2011-08-19,"UDP","dusk","UDPCHU1162011",50,87,87,108,84,84
"1561",2011-08-19,"UDP","dusk","UDPCHU1672011",73,86,86,36,84,84
"1562",2011-08-19,"UDP","dusk","UDPCHU1552011",56,88,88,60,84,84
"1563",2011-08-19,"UDP","dusk","UDPCHU1602011",17,86,86,36,84,84
"1564",2011-08-19,"UDP","dusk","UDPCHU1202011",79,87,87,108,84,84
"1565",2011-08-19,"UDP","dusk","UDPCHU1682011",48,86,86,36,84,84
"1566",2011-08-19,"UDP","dusk","UDPCHU1282011",66,88,88,84,84,84
"1567",2011-08-19,"UDP","dusk","UDPCHU1782011",10,86,86,36,84,84
"1568",2011-08-19,"UDP","dusk","UDPCHU1252011",27,87,87,108,84,84
"1569",2011-08-19,"UDP","dusk","UDPCHU1722011",44,86,86,36,84,84
"1570",2011-08-19,"UDP","dusk","UDPCHU1592011",28,86,86,36,84,84
"1571",2011-08-19,"UDP","dusk","UDPCHU1212011",180,87,87,108,84,84
"1572",2011-08-19,"UDP","dusk","UDPCHU1362011",93,88,88,84,84,84
"1573",2011-08-19,"UDP","dusk","UDPCHU1542011",25,88,88,60,84,84
"1574",2011-08-19,"UDP","dusk","UDPCHU1642011",21,86,86,36,84,84
"1575",2011-08-19,"UDP","dusk","UDPCHU1232011",28,87,87,108,84,84
"1576",2011-08-19,"UDP","dusk","UDPCHU1692011",41,86,86,36,84,84
"1577",2011-08-19,"UDP","dusk","UDPCHU1292011",31,88,88,84,84,84
"1578",2011-08-19,"UDP","dusk","UDPCHU1182011",62,87,87,108,84,84
"1579",2011-08-19,"UDP","dusk","UDPCHU1622011",14,86,86,36,84,84
"1580",2011-08-19,"UDP","dusk","UDPCHU1792011",24,84,84,12,84,84
"1581",2011-08-19,"UDP","dusk","UDPCHU1442011",7,88,88,84,84,84
"1582",2011-08-19,"UDP","dusk","UDPCHU1222011",90,87,87,108,84,84
"1583",2011-08-19,"UDP","dusk","UDPCHU1662011",21,86,86,36,84,84
"1584",2011-08-19,"UDP","dusk","UDPCHU1522011",10,88,88,60,84,84
"1585",2011-08-19,"UDP","dusk","UDPCHU1652011",53,86,86,36,84,84
"1586",2011-08-19,"UDP","dusk","UDPCHU1242011",44,87,87,108,84,84
"1587",2011-08-19,"UDP","dusk","UDPCHU1702011",34,86,86,36,84,84
"1588",2011-08-19,"UDP","dusk","UDPCHU1302011",28,88,88,84,84,84
"1589",2011-08-19,"UDP","dusk","UDPCHU1192011",77,87,87,108,84,84
"1590",2011-08-19,"UDP","dusk","UDPCHU1632011",61,86,86,36,84,84
"1591",2011-08-19,"UDP","dusk","UDPCHU1772011",102,86,86,36,84,84
"1592",2011-08-19,"UDP","dusk","UDPCHU1342011",17,88,88,84,84,84
"1593",2011-08-19,"UDP","dusk","UDPCHU1492011",110,88,88,60,84,84
"1594",2011-08-19,"UDP","dusk","UDPCHU1482011",77,88,88,84,84,84
"1595",2011-08-19,"UDP","dusk","UDPCHU1892011",8,84,84,12,84,84
"1596",2011-08-19,"UDP","dusk","UDPCHU1472011",116,88,88,84,84,84
"1597",2011-08-19,"UDP","dusk","UDPCHU1882011",10,84,84,12,84,84
"1598",2011-08-19,"UDP","dusk","UDPCHU1752011",100,86,86,36,84,84
"1599",2011-08-19,"UDP","dusk","UDPCHU1312011",69,88,88,84,84,84
"1600",2011-08-19,"UDP","dusk","UDPCHU1862011",28,84,84,12,84,84
"1601",2011-08-19,"UDP","dusk","UDPCHU1942011",6,84,84,12,84,84
"1602",2011-08-19,"UDP","dusk","UDPCHU1902011",24,84,84,12,84,84
"1603",2011-08-19,"UDP","dusk","UDPCHU1332011",32,88,88,84,84,84
"1604",2011-08-19,"UDP","dusk","UDPCHU1932011",12,84,84,12,84,84
"1605",2011-08-19,"UDP","dusk","UDPCHU1452011",22,88,88,84,84,84
"1606",2011-08-19,"UDP","dusk","UDPCHU1322011",110,88,88,84,84,84
"1607",2011-08-19,"UDP","dusk","UDPCHU1762011",100,86,86,36,84,84
"1608",2011-08-19,"UDP","dusk","UDPCHU1462011",45,88,88,84,84,84
"1609",2011-08-19,"UDP","dusk","UDPCHU1742011",97,86,86,36,84,84
"1610",2011-08-19,"UDP","dusk","UDPCHU1402011",17,88,88,84,84,84
"1611",2011-08-19,"UDP","dusk","UDPCHU1822011",50,84,84,12,84,84
"1612",2011-08-19,"UDP","dusk","UDPCHU1512011",8,88,88,60,84,84
"1613",2011-08-19,"UDP","dusk","UDPCHU1502011",12,88,88,60,84,84
"1614",2011-08-19,"UDP","dusk","UDPCHU1872011",80,84,84,12,84,84
"1615",2011-08-19,"UDP","dusk","UDPCHU1922011",36,84,84,12,84,84
"1616",2011-08-19,"UDP","dusk","UDPCHU1422011",52,88,88,84,84,84
"1617",2011-08-19,"UDP","dusk","UDPCHU1952011",34,84,84,12,84,84
"1618",2011-08-20,"LDP","dawn","LDPCHL272011",76,47,47,96,40,40
"1619",2011-08-20,"LDP","dusk","LDPCHL272011",76,47,47,108,40,40
"1620",2011-08-20,"UDP","dawn","UDPCHU1432011",60,88,88,96,84,84
"1621",2011-08-20,"UDP","dawn","UDPCHU1672011",73,86,86,48,84,84
"1622",2011-08-20,"UDP","dawn","UDPCHU1802011",12,84,84,24,84,84
"1623",2011-08-20,"UDP","dawn","UDPCHU1602011",17,86,86,48,84,84
"1624",2011-08-20,"UDP","dawn","UDPCHU1532011",13,88,88,72,84,84
"1625",2011-08-20,"UDP","dawn","UDPCHU1192011",77,87,87,120,84,84
"1626",2011-08-20,"UDP","dawn","UDPCHU1622011",14,86,86,48,84,84
"1627",2011-08-20,"UDP","dawn","UDPCHU1572011",9,88,88,72,84,84
"1628",2011-08-20,"UDP","dawn","UDPCHU1202011",79,87,87,120,84,84
"1629",2011-08-20,"UDP","dawn","UDPCHU1222011",90,87,87,120,84,84
"1630",2011-08-20,"UDP","dawn","UDPCHU1592011",28,86,86,48,84,84
"1631",2011-08-20,"UDP","dawn","UDPCHU1212011",180,87,87,120,84,84
"1632",2011-08-20,"UDP","dawn","UDPCHU1362011",93,88,88,96,84,84
"1633",2011-08-20,"UDP","dawn","UDPCHU1632011",61,86,86,48,84,84
"1634",2011-08-20,"UDP","dawn","UDPCHU1562011",22,88,88,72,84,84
"1635",2011-08-20,"UDP","dawn","UDPCHU1342011",17,88,88,96,84,84
"1636",2011-08-20,"UDP","dawn","UDPCHU1792011",24,84,84,24,84,84
"1637",2011-08-20,"UDP","dawn","UDPCHU1442011",7,88,88,96,84,84
"1638",2011-08-20,"UDP","dawn","UDPCHU1252011",27,87,87,120,84,84
"1639",2011-08-20,"UDP","dawn","UDPCHU1722011",44,86,86,48,84,84
"1640",2011-08-20,"UDP","dawn","UDPCHU1262011",300,87,87,120,84,84
"1641",2011-08-20,"UDP","dawn","UDPCHU1712011",38,86,86,48,84,84
"1642",2011-08-20,"UDP","dawn","UDPCHU1312011",69,88,88,96,84,84
"1643",2011-08-20,"UDP","dawn","UDPCHU1472011",116,88,88,96,84,84
"1644",2011-08-20,"UDP","dawn","UDPCHU1642011",21,86,86,48,84,84
"1645",2011-08-20,"UDP","dawn","UDPCHU1552011",56,88,88,72,84,84
"1646",2011-08-20,"UDP","dawn","UDPCHU1332011",32,88,88,96,84,84
"1647",2011-08-20,"UDP","dawn","UDPCHU1862011",28,84,84,24,84,84
"1648",2011-08-20,"UDP","dawn","UDPCHU1682011",48,86,86,48,84,84
"1649",2011-08-20,"UDP","dawn","UDPCHU1282011",66,88,88,96,84,84
"1650",2011-08-20,"UDP","dawn","UDPCHU1782011",10,86,86,48,84,84
"1651",2011-08-20,"UDP","dawn","UDPCHU2052011",75,84,84,0,84,84
"1652",2011-08-20,"UDP","dawn","UDPCHU1182011",62,87,87,120,84,84
"1653",2011-08-20,"UDP","dawn","UDPCHU1322011",110,88,88,96,84,84
"1654",2011-08-20,"UDP","dawn","UDPCHU1482011",77,88,88,96,84,84
"1655",2011-08-20,"UDP","dawn","UDPCHU1652011",53,86,86,48,84,84
"1656",2011-08-20,"UDP","dawn","UDPCHU1542011",25,88,88,72,84,84
"1657",2011-08-20,"UDP","dawn","UDPCHU1402011",17,88,88,96,84,84
"1658",2011-08-20,"UDP","dawn","UDPCHU1822011",50,84,84,24,84,84
"1659",2011-08-20,"UDP","dawn","UDPCHU1692011",41,86,86,48,84,84
